t,mean,sd,band
0.8160000000000001,-0.2751493132290189,0.9596279084043798,0.9033271832508972
0.8180000000000001,-0.2808363027827841,0.9652759214825464,0.904433524367601
0.8200000000000001,-0.27402906819812844,0.9719740435285875,0.9055385138137417
0.8220000000000001,-0.2677749134007374,0.9783077650160802,0.906642156531451
0.8240000000000001,-0.2690932802072154,0.9794758003271397,0.9077444574328174
0.8260000000000001,-0.27369148353771305,0.9843678526156552,0.9088454214001411
0.8280000000000001,-0.28259656812792094,0.9882568480637871,0.9099450532861861
0.8300000000000001,-0.2835371592076988,0.9897495215938162,0.9110433579144299
0.8320000000000001,-0.27702343262071594,0.9962367192157615,0.9121403400793104
0.834,-0.2787283158162337,0.9917020528035485,0.9132360045464699
0.836,-0.27541750653385877,0.9872198221731315,0.9143303560529968
0.838,-0.28576436128688193,0.9907268862411335,0.9154233993076646
0.84,-0.2765684935680121,0.9824089998201898,0.916515138991168
0.842,-0.27917261812490607,0.9692856747182645,0.9176055797563569
0.844,-0.2766038658440827,0.9722017870961831,0.9186947262284682
0.846,-0.26964076248423674,0.9711796379840659,0.9197825830053535
0.848,-0.2660722091919906,0.9702989016421996,0.920869154657707
0.85,-0.2658104229851418,0.9734310538643176,0.9219544457292888
0.852,-0.26081872307177867,0.9740625098190979,0.9230384607371461
0.854,-0.26298680615395015,0.9676846315206586,0.9241212041718337
